127.0.0.1 - - [05/Sep/2018:14:07:41 +0900] "GET / HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:08:52 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:08:55 +0900] "GET /sample-web/ProductDetailsAction.action?productId=1 HTTP/1.1" 200 5832
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:08:55 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:09:14 +0900] "POST /sample-web/AddCartAction.action HTTP/1.1" 200 4919
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:09:14 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:09:18 +0900] "POST /sample-web/SettlementConfirmAction.action HTTP/1.1" 200 4578
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:09:18 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:09:20 +0900] "POST /sample-web/CreateUserAction.action HTTP/1.1" 200 4804
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:09:20 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:10:04 +0900] "POST /sample-web/CreateUserConfirmAction.action HTTP/1.1" 200 5095
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:10:05 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:10:13 +0900] "POST /sample-web/CreateUserConfirmAction.action HTTP/1.1" 200 5223
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:10:13 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:10:17 +0900] "POST /sample-web/CreateUserConfirmAction.action HTTP/1.1" 200 5020
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:10:17 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:10:42 +0900] "POST /sample-web/CreateUserConfirmAction.action HTTP/1.1" 200 5016
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:10:42 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:10:54 +0900] "POST /sample-web/CreateUserConfirmAction.action HTTP/1.1" 200 5198
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:10:54 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:11:01 +0900] "POST /sample-web/CreateUserConfirmAction.action HTTP/1.1" 200 4376
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:11:01 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:11:03 +0900] "POST /sample-web/CreateUserCompleteAction.action HTTP/1.1" 200 2771
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:11:03 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:11:05 +0900] "POST /sample-web/SearchItemAction HTTP/1.1" 200 5719
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:11:05 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:11:06 +0900] "GET /sample-web/ProductDetailsAction.action?productId=1 HTTP/1.1" 200 5828
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:11:06 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:11:08 +0900] "POST /sample-web/AddCartAction.action HTTP/1.1" 200 4919
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:11:08 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:11:10 +0900] "POST /sample-web/SettlementConfirmAction.action HTTP/1.1" 200 3641
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:11:10 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:11:50 +0900] "POST /sample-web/CreateDestinationAction.action HTTP/1.1" 200 4771
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:11:50 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:12:25 +0900] "POST /sample-web/CreateDestinationConfirmAction.action HTTP/1.1" 200 5149
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:12:25 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:15:44 +0900] "POST /sample-web/CreateDestinationConfirmAction.action HTTP/1.1" 200 4592
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:15:44 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:16:29 +0900] "POST /sample-web/CreateDestinationCompleteAction.action HTTP/1.1" 200 2705
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:16:29 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:16:59 +0900] "POST /sample-web/GoLoginAction HTTP/1.1" 200 4589
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:16:59 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:17:00 +0900] "POST /sample-web/CreateUserAction.action HTTP/1.1" 200 4804
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:17:00 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:17:03 +0900] "POST /sample-web/CreateUserConfirmAction.action HTTP/1.1" 200 5990
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:17:03 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:25:10 +0900] "POST /sample-web/GoLoginAction HTTP/1.1" 200 4588
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:25:10 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:25:14 +0900] "POST /sample-web/CreateUserAction.action HTTP/1.1" 200 4804
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:25:15 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:25:17 +0900] "POST /sample-web/CreateUserConfirmAction.action HTTP/1.1" 200 5990
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:25:17 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:04 +0900] "POST /sample-web/CreateUserConfirmAction.action HTTP/1.1" 200 5990
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:04 +0900] "GET /sample-web/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:04 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:04 +0900] "GET /sample-web/js/smoothscroll.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:06 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:07 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:08 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:08 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:09 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:10 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:14 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:30 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:31 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:33 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:35 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:49 +0900] "GET /sample-web/ HTTP/1.1" 200 701
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:49 +0900] "GET /sample-web/HomeAction HTTP/1.1" 200 2588
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:50 +0900] "GET /sample-web/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:50 +0900] "GET /sample-web/js/smoothscroll.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Sep/2018:14:26:50 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
